"grid_point","Year","Objective","type1_biome","type2_vegetation_community","type3_vegetation_indicators","type4_indicators_history","OBJECTID","Action","Method","Type","layer","bird_MS_pt"
441,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
442,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
443,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
444,"2019","Weed Control","forest","upland","mixed canopy conifer","mixed canopy conifer",63,"Chemical","post-emergent","broadcast","WC_2019",NA
445,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
446,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
447,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
448,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
449,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
450,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
451,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
452,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
453,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
454,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
455,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
456,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
457,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
458,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
459,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
460,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
461,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
462,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
463,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
464,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
465,NA,NA,"forest","upland","open canopy conifer","open canopy conifer",NA,NA,NA,NA,NA,NA
466,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
467,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
467,"2012","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical","post-emergent","spot","WC_2012","bird_MS_pt"
467,"2012","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
467,"2012","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
467,"2022","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical","post-emergent","broadcast","WC_2022","bird_MS_pt"
468,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
469,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
470,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
471,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
472,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
473,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,"bird_MS_pt"
474,"2012","Revegetation","forest","riparian","riparian woodland","riparian woodland",12,"Seeding","Broadcast","bare seed","RV_2012","bird_MS_pt"
474,"2015","Revegetation","forest","riparian","riparian woodland","riparian woodland",77,"Seeding","Broadcast","bare seed","RV_2015","bird_MS_pt"
474,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",30,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
474,"2017","Weed Control","forest","riparian","riparian woodland","riparian woodland",158,"Chemical","post-emergent","spot","WC_2017","bird_MS_pt"
474,"2022","Weed Control","forest","riparian","riparian woodland","riparian woodland",176,"Chemical","post-emergent","spot","WC_2022","bird_MS_pt"
474,"2022","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Chemical","post-emergent","broadcast","WC_2022","bird_MS_pt"
475,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
476,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
477,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
478,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011",NA
479,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011",NA
480,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
481,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
482,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
483,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
484,"2011","Weed Control","forest","riparian","riparian woodland","riparian woodland",0,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
485,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,"bird_MS_pt"
486,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
487,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
488,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
489,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
490,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
491,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
492,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
493,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
494,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
495,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
496,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
497,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
498,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
499,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
500,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
501,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
502,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
503,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
504,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
505,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
506,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
507,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
508,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
509,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
510,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
511,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
512,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
513,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
514,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
515,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
516,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
517,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
518,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
519,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
520,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
521,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
522,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
523,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
524,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
525,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
526,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
527,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
528,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
529,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
530,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
531,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
532,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
533,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
534,NA,NA,"forest","upland","closed canopy conifer","closed canopy conifer",NA,NA,NA,NA,NA,NA
535,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,NA,"WC_2015",NA
536,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",132,"Chemical","pre-emergent","broadcast","WC_2018",NA
537,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
538,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
539,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,"bird_MS_pt"
540,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
541,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
542,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
543,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
544,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,"bird_MS_pt"
545,"2022","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","post-emergent","broadcast","WC_2022",NA
546,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
547,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
548,NA,NA,"forest","riparian","riparian woodland","riparian woodland",NA,NA,NA,NA,NA,NA
549,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
550,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
552,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
553,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
554,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
555,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
556,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
557,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
558,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
559,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
560,NA,NA,"rangeland","shrubland","sagebrush","sagebrush",NA,NA,NA,NA,NA,NA
561,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
562,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
563,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
564,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
565,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
566,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
567,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
568,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
569,NA,NA,"forest","upland","mixed canopy conifer","mixed canopy conifer",NA,NA,NA,NA,NA,NA
570,"2011","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill","continuous","RV_2011",NA
570,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",18,"Seeding","Drill","continuous","RV_2012",NA
570,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",34,"Seeding","Drill","continuous","RV_2013",NA
570,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",257,"Seeding","Drill","continuous","RV_2018",NA
570,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",277,"Seeding","Drill","island","RV_2019",NA
570,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2012",NA
570,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
570,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
570,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
570,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",191,"Chemical","pre-emergent","broadcast","WC_2016",NA
571,"2011","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill","continuous","RV_2011",NA
571,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",18,"Seeding","Drill","continuous","RV_2012",NA
571,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",34,"Seeding","Drill","continuous","RV_2013",NA
571,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",257,"Seeding","Drill","continuous","RV_2018",NA
571,"2019","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",277,"Seeding","Drill","island","RV_2019",NA
571,"2018","Vegetation Management","rangeland","grassland","former cultivated","forage grass restoration",162,"Barrier","Buck-N-Rail","Buck-N-Rail","VM_2018",NA
571,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","pre-emergent","broadcast","WC_2012",NA
571,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
571,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
571,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
571,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",191,"Chemical","pre-emergent","broadcast","WC_2016",NA
572,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",71,"Seeding","Drill","continuous","RV_2015",NA
572,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",153,"Seeding","Drill","continuous","RV_2017",NA
572,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","post-emergent","spot","WC_2012",NA
572,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
572,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
573,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
574,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
575,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
576,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
577,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
578,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
579,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
580,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
581,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
582,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
583,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",81,"Seeding","Drill","continuous","RV_2015",NA
583,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2015",NA
583,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",2,"Mechanical","Machine","Rotary Mower","VM_2016",NA
583,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","post-emergent","spot","WC_2012",NA
583,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
583,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
583,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",42,"Cultural","Burn","prep","WC_2012",NA
583,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",43,"Cultural","Burn","prep","WC_2013",NA
583,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",183,"Chemical","pre-emergent","broadcast","WC_2016",NA
583,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",176,"Chemical","post-emergent","spot","WC_2022",NA
584,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
585,"2012","Weed Control","forest","riparian","riparian woodland","riparian woodland",42,"Cultural","Burn","prep","WC_2012",NA
586,"2011","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",30,"Cultural","Burn","Prep","WC_2011",NA
586,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
586,"2022","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical","post-emergent","broadcast","WC_2022",NA
587,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",35,"Seeding","Broadcast","bare seed","RV_2013",NA
587,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",49,"Seeding","Drill","continuous","RV_2014",NA
587,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012",NA
587,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",164,"Chemical","pre-emergent","broadcast","WC_2017",NA
587,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",113,"Chemical","pre-emergent","broadcast","WC_2018",NA
588,"2011","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Live Plant","Container","Mix","RV_2011",NA
588,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",113,"Chemical","pre-emergent","broadcast","WC_2018",NA
589,"2011","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Seeding",NA,NA,"RV_2011",NA
589,"2013","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",343,"Live Plant","Transplant","ELYCIN","RV_2013",NA
589,"2015","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",64,"Seeding","Drill","continuous","RV_2015",NA
589,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","post-emergent","broadcast","WC_2012",NA
589,"2016","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",184,"Chemical","pre-emergent","broadcast","WC_2016",NA
589,"2020","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",43,"Chemical","pre-emergent","broadcast","WC_2020",NA
